ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-512498,Source2,1,2022-09-08 12:27:46,2022-09-08 13:14:03,35.611622,-97.5494,,,0.0,Crash on 138th St Eastbound at Penn Ave.,N Pennsylvania Ave,Oklahoma City,Oklahoma,OK,73134-6048,US,US/Central,KPWA,2022-09-08 12:53:00,85.0,85.0,41.0,28.57,10.0,ENE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512499,Source2,2,2022-09-08 09:52:19,2022-09-08 10:52:07,32.719299,-117.107315,,,0.0,Lane blocked due to crash on CA-15 Southbound at CA-94 Exit 2.,Federal Blvd,San Diego,San Diego,CA,92102-2520,US,US/Pacific,KSAN,2022-09-08 09:51:00,82.0,82.0,74.0,29.8,4.0,N,7.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512501,Source2,2,2022-09-08 10:18:08,2022-09-08 10:47:05,37.792728,-122.204338,,,0.1299999952316284,Exit ramp from I-580 Eastbound at Exit 24 to 35th Ave Eastbound lane blocked due to crash.,I-580 E,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,2022-09-08 09:53:00,78.0,78.0,58.0,29.83,10.0,WNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512502,Source2,2,2022-09-08 12:43:47,2022-09-08 13:28:19,29.452782,-98.482712,,,0.0,Two lanes blocked due to crash on US-281 Mcallister Fwy Northbound at St Marys St.,McAllister Fwy,San Antonio,Bexar,TX,78212,US,US/Central,KSAT,2022-09-08 12:51:00,91.0,91.0,45.0,29.02,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512503,Source2,1,2022-09-08 11:23:49,2022-09-08 12:08:34,32.41283,-80.648247,,,0.0,Crash on US-21 Sea Island Pkwy at Sams Point Way.,Sea Island Pkwy,Beaufort,Beaufort,SC,29907-1504,US,US/Eastern,KARW,2022-09-08 11:15:00,73.0,73.0,94.0,29.83,10.0,NNE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512504,Source2,2,2022-09-08 12:45:05,2022-09-08 13:29:53,29.656075,-95.503319,,,0.0,Crash on Bellfort Ave at Sandpiper Dr.,Sandpiper Dr,Houston,Harris,TX,77035,US,US/Central,KMCJ,2022-09-08 12:53:00,89.0,89.0,50.0,29.78,10.0,N,7.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512505,Source2,3,2022-09-08 13:40:08,2022-09-08 14:09:33,25.978584,-80.35067,,,0.0,Two lanes blocked due to crash on I-75 Northbound at Exit 7 Miramar Pkwy.,Miramar Pkwy,Hollywood,Broward,FL,33027,US,US/Eastern,KHWO,2022-09-08 13:53:00,92.0,92.0,48.0,29.76,10.0,VAR,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512506,Source2,2,2022-09-08 12:06:39,2022-09-08 12:51:58,45.90394600000001,-92.96682,,,0.0,Crash on I-35 Northbound at Exit 175 CR-14 Beroun Crossing Rd.,County Hwy-14,Brook Park,Pine,MN,55007,US,US/Central,K04W,2022-09-08 12:15:00,79.0,79.0,61.0,28.65,10.0,S,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512507,Source2,1,2022-09-08 09:55:02,2022-09-08 10:54:37,34.394371,-118.917397,,,0.0,Crash on CA-23 A St at River St.,River St,Fillmore,Ventura,CA,93015-1945,US,US/Pacific,KCMA,2022-09-08 09:55:00,80.0,80.0,58.0,29.74,8.0,WSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512508,Source2,3,2022-09-08 12:52:12,2022-09-08 13:37:37,32.513966,-93.731377,,,0.0,Right lane blocked due to crash on I-20 Eastbound at Traffic St.,I-20 W,Bossier City,Bossier,LA,71111,US,US/Central,KDTN,2022-09-08 12:53:00,86.0,86.0,55.0,29.7,10.0,ENE,7.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512509,Source2,2,2022-09-08 12:08:06,2022-09-08 12:52:43,32.915871,-97.348747,,,0.0,One lane blocked due to crash on Hwy 287 Northbound at FM-156 Blue Mound Rd.,FM 156 S,Fort Worth,Tarrant,TX,76131,US,US/Central,KFWD,2022-09-08 11:53:00,84.0,84.0,67.0,29.18,10.0,ESE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512510,Source2,2,2022-09-08 12:51:28,2022-09-08 13:38:00,31.79883,-85.983047,,,0.0,Lane blocked due to crash on US-231 both ways at Seagers St.,Highway 231 N,Troy,Pike,AL,36081,US,US/Central,KTOI,2022-09-08 12:53:00,90.0,90.0,50.0,29.37,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512511,Source2,1,2022-09-08 09:48:19,2022-09-08 11:00:12,40.781876,-111.910858,,,0.0,Right hand shoulder blocked due to crash on I-15 Northbound at Exit 309 UT-268 600.,I-15,Salt Lake City,Salt Lake,UT,84116,US,US/Mountain,KSLC,2022-09-08 09:54:00,86.0,86.0,25.0,25.72,10.0,SSE,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512513,Source2,2,2022-09-08 10:40:00,2022-09-08 12:09:34,41.784424,-112.173676,,,0.0,Crash on I-15 Northbound at Exit 385 UT-30.,W 15200 N,Garland,Box Elder,UT,84312,US,US/Mountain,KBMC,2022-09-08 10:50:00,83.0,,18.0,25.75,10.0,,,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512514,Source2,2,2022-09-08 10:31:25,2022-09-08 11:00:49,40.297562,-111.7257,,,0.0,Right hand shoulder blocked due to crash on I-15 Southbound at Exit 271 Center St.,I-15,Orem,Utah,UT,84057,US,US/Mountain,KPVU,2022-09-08 10:56:00,82.0,82.0,30.0,25.51,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512515,Source2,2,2022-09-08 10:04:03,2022-09-08 11:06:43,32.321209,-86.048958,,,0.0,Lane blocked due to crash on AL-110 Vaughn Rd both ways at Oak Ridge Dr.,Vaughn Rd,Pike Road,Montgomery,AL,36064,US,US/Central,KMXF,2022-09-08 09:56:00,78.0,78.0,63.0,29.64,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512517,Source2,1,2022-09-08 09:28:28,2022-09-08 10:29:04,37.134338,-120.156319,,,0.0,Crash on Santa Fe Dr at Avenue 26 1/2.,Avenue 26 1/2,Chowchilla,Madera,CA,93610-9676,US,US/Pacific,KMAE,2022-09-08 09:53:00,89.0,89.0,26.0,29.54,10.0,SE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512519,Source2,3,2022-09-08 11:37:09,2022-09-08 12:37:17,38.702923,-90.268761,,,0.0,Right lane blocked due to crash on I-70 Eastbound at Exits 242 243A Woodland Ave.,Jennings Station Rd,Saint Louis,St. Louis County,MO,63136,US,US/Central,KSTL,2022-09-08 11:51:00,78.0,78.0,54.0,29.36,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512520,Source2,2,2022-09-08 08:22:32,2022-09-08 09:08:26,34.21767,-119.054237,,,0.0,Fast lane blocked due to crash on US-101 Northbound at Exit 54 Ventura Blvd.,US-101 S,Camarillo,Ventura,CA,93010,US,US/Pacific,KCMA,2022-09-08 07:55:00,69.0,69.0,84.0,29.76,6.0,CALM,0.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512521,Source2,1,2022-09-08 09:22:34,2022-09-08 10:07:38,34.7313,-120.236099,,,0.0,Crash on US-101 Northbound at Alisos Canyon Rd.,Alisos Canyon Rd,Santa Maria,Santa Barbara,CA,93455,US,US/Pacific,KSMX,2022-09-08 09:51:00,72.0,72.0,73.0,29.55,6.0,WNW,5.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512522,Source2,1,2022-09-08 08:12:47,2022-09-08 09:16:46,35.165588,-119.453308,,,0.0,Crash on Harrison St at CA-119.,Taft Hwy,Taft,Kern,CA,93268,US,US/Pacific,KBFL,2022-09-08 07:54:00,85.0,85.0,34.0,29.32,8.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512523,Source2,1,2022-09-08 09:21:20,2022-09-08 10:06:15,35.205502,-120.697144,,,0.0,Crash on Ontario Rd at Castillo Rd.,El Camino Real,San Luis Obispo,San Luis Obispo,CA,93401,US,US/Pacific,KSBP,2022-09-08 08:56:00,69.0,69.0,73.0,29.61,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512524,Source2,1,2022-09-08 09:47:14,2022-09-08 10:16:54,35.368614,-118.967537,,,0.0,Crash on California Ave at Mt Vernon Ave.,E California Ave,Bakersfield,Kern,CA,93307-1920,US,US/Pacific,KBFL,2022-09-08 09:54:00,96.0,96.0,19.0,29.3,10.0,SE,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512525,Source2,2,2022-09-08 08:15:03,2022-09-08 09:17:03,36.778286,-120.724457,,,0.0,Lane blocked due to crash on I-5 Southbound at Exit 379 CR-J1 Little Panoche Rd.,I-5 S,Firebaugh,Fresno,CA,93622,US,US/Pacific,KMAE,2022-09-08 07:53:00,76.0,76.0,37.0,29.55,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512526,Source2,1,2022-09-08 08:39:43,2022-09-08 09:09:31,36.923248,-119.793968,,,0.0,Crash on CA-41 Northbound at Avenue 12.,Highway 41,Madera,Madera,CA,93636,US,US/Pacific,KFAT,2022-09-08 08:53:00,85.0,85.0,37.0,29.45,10.0,SSE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512527,Source2,2,2022-09-08 08:54:45,2022-09-08 09:40:14,32.943993,-117.214279,,,0.0,#1 lane blocked due to crash on CA-56 Ted Williams Pkwy Westbound at Exit 2 Carmel Country Rd.,Ted Williams Pkwy,San Diego,San Diego,CA,92130,US,US/Pacific,KNKX,2022-09-08 08:55:00,83.0,83.0,54.0,29.35,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512528,Source2,3,2022-09-08 09:15:12,2022-09-08 09:44:51,33.928959000000006,-118.368271,,,0.0,One lane blocked due to crash on I-405 Northbound at Exits 44 45B 46 47 La Cienega Blvd.,I-405 N,Los Angeles,Los Angeles,CA,90045,US,US/Pacific,KLAX,2022-09-08 08:53:00,77.0,77.0,74.0,29.71,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512529,Source2,1,2022-09-08 09:26:28,2022-09-08 10:41:48,33.989342,-118.256462,,,0.0,Crash on Central Ave Southbound at Slauson Ave.,S Central Ave,Los Angeles,Los Angeles,CA,90001-1148,US,US/Pacific,KCQT,2022-09-08 09:47:00,79.0,79.0,60.0,29.67,9.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512530,Source2,1,2022-09-08 09:21:01,2022-09-08 10:20:40,33.995998,-117.968071,,,0.0,Crash on Hacienda Blvd Southbound at Newton St.,S Hacienda Blvd,Hacienda Heights,Los Angeles,CA,91745-4240,US,US/Pacific,KEMT,2022-09-08 08:53:00,81.0,81.0,65.0,29.77,10.0,ENE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-512531,Source2,2,2022-09-08 09:13:29,2022-09-08 09:43:09,34.004463,-118.063858,,,0.0,Crash on I-605 Southbound at Exit 16 Beverly Blvd.,Beverly Blvd,Whittier,Los Angeles,CA,90601,US,US/Pacific,KEMT,2022-09-08 08:53:00,81.0,81.0,65.0,29.77,10.0,ENE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512532,Source2,2,2022-09-08 08:52:32,2022-09-08 09:36:58,34.024529,-117.750366,,,0.0,Crash on CA-71 Northbound after Exit 13 CA-60 .,CA-71,Pomona,Los Angeles,CA,91766,US,US/Pacific,KPOC,2022-09-08 09:47:00,82.0,82.0,58.0,28.83,7.0,SSW,9.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512533,Source2,1,2022-09-08 09:13:56,2022-09-08 09:43:40,34.030296,-117.689659,,,0.0,Crash on CA-60 Westbound at Exit 33 Central Ave.,CA-60 W,Chino,San Bernardino,CA,91710,US,US/Pacific,KCNO,2022-09-08 08:53:00,80.0,80.0,76.0,29.13,10.0,WSW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512535,Source2,1,2022-09-08 09:47:21,2022-09-08 10:16:52,34.04945,-118.270073,,,0.0,Crash on Albany St Northbound at James M Wood Blvd.,James M Wood Blvd,Los Angeles,Los Angeles,CA,90015-1209,US,US/Pacific,KCQT,2022-09-08 09:47:00,79.0,79.0,60.0,29.67,9.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512537,Source2,2,2022-09-08 09:36:30,2022-09-08 10:05:57,37.319935,-121.83276399999998,,,0.0,#3 #4 lane blocked due to crash on US-101 Northbound at Exit 383 Tully Rd.,Bayshore Fwy N,San Jose,Santa Clara,CA,95122,US,US/Pacific,KRHV,2022-09-08 09:49:00,82.0,82.0,48.0,29.69,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512538,Source2,2,2022-09-08 08:27:43,2022-09-08 09:14:22,37.35511,-122.062103,,,0.0,#2 lane blocked due to crash on CA-85 Eastbound at Exit 20 Fremont Ave.,CA-85 S,Los Altos,Santa Clara,CA,94024,US,US/Pacific,KNUQ,2022-09-08 08:35:00,75.0,75.0,65.0,29.8,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512539,Source2,2,2022-09-08 09:38:38,2022-09-08 10:52:23,37.372505,-121.927208,,,0.0,#1 lane blocked due to crash on CA-87 Guadalupe Pkwy Northbound at US-101 Exits 390 / CA-87 Guadalupe Pkwy Exits 9A / De La Cruz Blvd.,Charcot Ave,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,2022-09-08 09:53:00,83.0,83.0,47.0,29.76,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512540,Source2,1,2022-09-08 07:59:53,2022-09-08 09:02:00,37.56575,-120.957092,,,0.0,Lane blocked due to crash on Central Ave Northbound at Grayson Rd.,Central Ave,Ceres,Stanislaus,CA,95307-9508,US,US/Pacific,KMOD,2022-09-08 07:53:00,80.0,80.0,27.0,29.69,10.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512541,Source2,3,2022-09-08 09:13:58,2022-09-08 09:43:24,37.826923,-122.286148,,,0.0,#1 lane blocked due to crash on I-80 Westbound at Exit 8A I-880 Exit 44.,I-580 W,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,2022-09-08 08:53:00,74.0,74.0,66.0,29.84,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512542,Source2,1,2022-09-08 09:23:30,2022-09-08 10:09:18,37.856789,-120.881157,,,0.0,Crash on CR-J14 26 Mile Rd at Dodds Rd.,Dodds Rd,Oakdale,Stanislaus,CA,95361,US,US/Pacific,KMOD,2022-09-08 09:53:00,88.0,88.0,24.0,29.68,10.0,N,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512543,Source2,2,2022-09-08 09:25:24,2022-09-08 11:13:51,38.25774000000001,-122.271049,,,0.0,Left lane blocked due to crash on CA-221 Napa Vallejo Hwy Northbound at Kaiser Rd.,Napa Vallejo Hwy,Napa,Napa,CA,94558,US,US/Pacific,KAPC,2022-09-08 09:54:00,79.0,79.0,52.0,29.78,10.0,SW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512544,Source2,1,2022-09-08 09:35:25,2022-09-08 10:51:11,38.690105,-120.787476,,,0.0,Crash on Pleasant Valley Rd Eastbound at Big Cut Rd.,Pleasant Valley Rd,Diamond Springs,El Dorado,CA,95619-9222,US,US/Pacific,KPVF,2022-09-08 09:35:00,93.0,93.0,16.0,27.28,10.0,NNE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512545,Source3,1,2022-09-08 08:11:49,2022-09-08 09:16:38,39.201801,-121.011307,,,0.0,Crash on Brunswick Rd at Beaver Dr.,Beaver Dr,Grass Valley,Nevada,CA,95945-7887,US,US/Pacific,KGOO,2022-09-08 08:15:00,88.0,88.0,22.0,26.75,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512546,Source2,1,2022-09-08 07:57:00,2022-09-08 09:10:53,47.544689,-122.376442,,,0.0,Right lane blocked due to crash on 35th Ave Westbound at Morgan St.,SW Morgan St,Seattle,King,WA,98126-3133,US,US/Pacific,KBFI,2022-09-08 07:53:00,56.0,56.0,80.0,30.25,10.0,CALM,0.0,0.0,Fair,True,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-512547,Source2,1,2022-09-08 11:39:55,2022-09-08 12:05:19,29.729298,-95.43364,,,0.0,Right hand shoulder blocked due to crash on I-69 Southwest Fwy Southbound at Edloe St.,US-59 HOV Ln,Houston,Harris,TX,77027,US,US/Central,KMCJ,2022-09-08 11:53:00,89.0,89.0,48.0,29.81,10.0,N,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512548,Source2,2,2022-09-08 12:51:16,2022-09-08 13:20:31,27.33884,-82.530991,,,0.0,Left lane blocked due to crash on US-301 Washington Blvd Southbound at FL-780 Fruitville Rd.,Fruitville Rd,Sarasota,Sarasota,FL,34236-4260,US,US/Eastern,KSRQ,2022-09-08 12:53:00,83.0,83.0,77.0,29.74,10.0,E,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512549,Source2,2,2022-09-08 12:52:53,2022-09-08 13:26:30,42.947235,-85.567291,,,0.0,Right lane blocked due to crash on I-96 Westbound at Exit 40 Cascade Rd.,I-96 E,Grand Rapids,Kent,MI,49546,US,US/Eastern,KGRR,2022-09-08 12:53:00,77.0,77.0,52.0,29.04,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512550,Source3,3,2022-09-08 12:04:25,2022-09-08 12:49:02,30.182865000000003,-97.687622,,,0.0,One lane blocked due to crash on US-183 Northbound at Burleson Rd.,US Highway 183 S,Austin,Travis,TX,78744,US,US/Central,KAUS,2022-09-08 11:53:00,85.0,85.0,65.0,29.32,10.0,NNE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,True,True,False,Day,Day,Day,Day
A-512551,Source2,4,2022-09-08 12:25:32,2022-09-08 13:09:22,39.519154,-83.84603100000002,,,9.109999656677246,Crash on I-71 Northbound from Exit 45 OH-73 to Exit 50 US-68.,N US Highway 68,Wilmington,Clinton,OH,45177,US,US/Eastern,KILN,2022-09-08 12:54:00,73.0,73.0,64.0,28.88,10.0,NE,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512552,Source3,1,2022-09-08 09:57:26,2022-09-08 10:42:08,39.28529,-123.793518,,,0.0,Crash on CA-1 at Gordon Ln.,Gordon Ln,Little River,Mendocino,CA,95456,US,US/Pacific,KUKI,2022-09-08 09:56:00,83.0,83.0,31.0,29.21,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512553,Source2,1,2022-09-08 12:08:23,2022-09-08 12:54:23,45.03632,-92.984688,,,0.0,Crash on MN-120 Century Ave at CR-19 County Road D.,Century Ave N,Saint Paul,Washington,MN,55110-1837,US,US/Central,K21D,2022-09-08 12:15:00,79.0,79.0,57.0,28.82,10.0,S,21.0,0.0,Fair / Windy,False,False,True,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-512554,Source2,1,2022-09-08 13:03:28,2022-09-08 13:32:06,43.02906,-85.689392,,,0.0,Turning lane blocked due to crash on M-37 Alpine Ave Northbound at 4 Mile Rd.,4 Mile Rd NW,Grand Rapids,Kent,MI,49544-1566,US,US/Eastern,KGRR,2022-09-08 12:53:00,77.0,77.0,52.0,29.04,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512555,Source2,2,2022-09-08 10:14:56,2022-09-08 10:44:31,32.766411,-117.110329,,,0.0,Lane blocked due to crash on CA-15 Northbound at Exit 6A Adams Ave.,Escondido Fwy,San Diego,San Diego,CA,92116,US,US/Pacific,KMYF,2022-09-08 09:53:00,86.0,86.0,49.0,29.4,10.0,NNW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512556,Source2,3,2022-09-08 13:21:40,2022-09-08 13:50:47,28.618093,-81.386208,,,0.0,Two lanes blocked due to crash on I-4 Eastbound at Exit 88 FL-423 Lee Rd.,I-4,Maitland,Orange,FL,32751,US,US/Eastern,KORL,2022-09-08 12:53:00,89.0,89.0,59.0,29.66,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512557,Source2,3,2022-09-08 10:36:21,2022-09-08 11:05:09,41.905972,-87.92156999999996,,,0.0,Left lane blocked due to crash on I-294 Tri-State Tollway Northbound after Exit 33 I-290 Eisenhower Expy Exits 13A 13B.,E North Ave,Elmhurst,DuPage,IL,60126,US,US/Central,KORD,2022-09-08 10:51:00,77.0,77.0,48.0,29.3,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512558,Source2,1,2022-09-08 07:28:24,2022-09-08 08:15:13,37.433693,-120.678917,,,0.0,Crash on CR-J7 Santa Fe Dr at El Capitan Way.,W El Capitan Way,Ballico,Merced,CA,95303-9738,US,US/Pacific,KMER,2022-09-08 07:35:00,81.0,81.0,24.0,29.61,7.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512560,Source2,1,2022-09-08 08:17:47,2022-09-08 09:02:57,38.650925,-121.3713,,,0.0,Right hand shoulder blocked due to crash on I-80 Westbound at Exit 96 Madison Ave.,I-80,North Highlands,Sacramento,CA,95660,US,US/Pacific,KMCC,2022-09-08 08:10:00,81.0,81.0,32.0,29.69,10.0,NW,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512561,Source2,2,2022-09-08 08:49:40,2022-09-08 09:19:17,36.769669,-119.74948899999998,,,0.0,Crash on CA-168 Westbound at Exits 1 1C Mckinley Ave.,CA-168 W,Fresno,Fresno,CA,93703,US,US/Pacific,KFAT,2022-09-08 08:53:00,85.0,85.0,37.0,29.45,10.0,SSE,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512562,Source2,3,2022-09-08 11:04:31,2022-09-08 12:05:08,41.811638,-72.520653,,,5.269999980926514,Right and center lane blocked due to crash on I-84 Eastbound between Exit 62 I-291 and Exit 63 CT-30 Deming St.,Deming St,Manchester,Capitol,CT,06042-1727,US,US/Eastern,KHFD,2022-09-08 10:53:00,71.0,71.0,63.0,29.92,10.0,NE,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512563,Source2,2,2022-09-08 10:51:56,2022-09-08 11:21:24,30.60391,-87.898193,,,0.0,Lane blocked due to crash on US-98 Eastbound at CR-64 Daphne Ave.,US Highway 98,Daphne,Baldwin,AL,36526-4220,US,US/Central,KCQF,2022-09-08 10:55:00,82.0,82.0,70.0,29.72,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512564,Source2,2,2022-09-08 11:45:08,2022-09-08 12:36:13,28.2306,-80.70575,,,0.0,Left lane blocked due to crash on CR-509 Wickham Rd Southbound at Baytree Dr.,N Wickham Rd,Melbourne,Brevard,FL,32940-7917,US,US/Eastern,KCOF,2022-09-08 11:56:00,88.0,88.0,71.0,29.78,10.0,ESE,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512565,Source2,1,2022-09-08 08:44:08,2022-09-08 09:13:40,39.7766,-105.06263,,,0.0,Crash on Harlan St both ways at CO-51 44th Ave.,W 44th Ave,Wheat Ridge,Jefferson,CO,80033,US,US/Mountain,KBJC,2022-09-08 08:54:00,86.0,86.0,13.0,24.43,10.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-512566,Source2,2,2022-09-08 07:11:44,2022-09-08 07:40:58,33.602829,-112.252823,,,0.0,Right lane blocked due to crash on AZ-101-LOOP Northbound near Exit 11 / Thunderbird rd.,AZ-101-LOOP,Peoria,Maricopa,AZ,85381,US,US/Mountain,KGEU,2022-09-08 06:56:00,83.0,83.0,61.0,28.73,10.0,SW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-512567,Source2,1,2022-09-08 11:52:51,2022-09-08 12:53:54,33.956799,-80.387833,,,0.0,Crash on US-378 Broad St at Alice Dr.,Broad St,Sumter,Sumter,SC,29150-1973,US,US/Eastern,KSMS,2022-09-08 11:55:00,75.0,75.0,89.0,29.7,10.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
